Restaurant Name,Address,Category,Rating,Number of Reviews,Price($),Price(1-5),Latitude,Longitude
Komi Banh Mi Bar,467 Danforth Ave,Vietnamese,4.5,5,,0,43.677746111159905,-79.35009129345417
Est West Cafe,700 University Ave,Sandwiches,4.0,62,$,1,43.65901,-79.39115
Galito's Flame Grilled Chicken,3-45 Overlea Boulevard,African,5.0,1,,0,43.7058562214437,-79.34584904462099
Music Garden Cafe,466 Queens Quay W,Coffee & Tea,4.0,41,$$,2,43.63765,-79.39306
Roywoods,121 Fort York Boulevard,Caribbean,3.5,104,$$,2,43.6391084709305,-79.3984367698431
Bach Yen,738 Gerrard Street E,Vietnamese,4.0,210,$,1,43.66684,-79.34756
Gold Standard,385 Roncesvalles Avenue,Sandwiches,4.5,24,$$,2,43.65056,-79.45043
Hokkaido Ramen Santouka,2057 Yonge St,Ramen,4.5,55,$$,2,43.7021299,-79.39708
Pinkerton Snack Bar,1026 Gerrard Street E,Tapas/Small Plates,4.0,66,$,1,43.66901,-79.33727
Imonay House Restaurant,665 Bloor Street W,Korean,4.0,89,$$,2,43.6641195,-79.4158477
The Rib House Restaurant,1239 Woodbine Avenue,American (Traditional),4.0,13,$$,2,43.69325,-79.31571
La Vecchia Ristorante,90 Marine Parade Dr,Italian,3.5,38,,0,43.625476,-79.4774428
Kimchi House,586 Bloor St W,Korean,4.0,52,$$,2,43.66495,-79.41271
Cibo Wine Bar,133 Yorkville Avenue,Wine Bars,3.0,182,$$$,3,43.67047,-79.3936
Slanted Door,442 Bloor Street W,Cafes,4.0,14,$,1,43.66585,-79.40892
Pasaj,1100 Queen Street E,Bakeries,4.0,40,,0,43.66218596039454,-79.3358078380287
Lil Joe Cucina & Bar,1054 Gerrard Street E,Bistros,4.5,18,,0,43.66927,-79.33615
Pizzeria Libretto,221 Ossington Avenue,Pizza,4.0,564,$$,2,43.64898,-79.42021
Morocco House,876 Browns Line,Moroccan,3.5,69,$$,2,43.609931,-79.549238
Cafe Belong,550 Bayview Avenue,Cafes,3.0,106,$$$,3,43.684515,-79.36512
Ladybug Tavern,890 College Street,Pizza,0.0,0,,0,43.65407829999999,-79.42509960383177
Darvish Restaurant,508 Yonge Street,Persian/Iranian,4.0,112,$$,2,43.66337,-79.38412
BOM DIA Café & Bakery,1205 Queen Street W,Bakeries,4.5,20,,0,43.64187401413702,-79.42880675196648
Daol Korean Restaurant,1345 Queen St W,Korean,4.5,7,,0,43.64095574586912,-79.43433107552697
Pi Co,180 Bloor St W,Pizza,4.0,2,,0,43.6688,-79.39492
Iron Rooster,373 Spadina Avenue,Chicken Wings,4.0,6,,0,43.6559,-79.39882
Door FiftyFive,55 Lakeshore Road E,Southern,4.0,161,$$,2,43.55224,-79.58444
Jaclyn's,1588 Queen Street E,Caribbean,4.5,14,,0,43.66627,-79.31802
Pharaoh's Kitchen,7 Queens Quay E,Egyptian,5.0,2,,0,43.64183,-79.37391
Rustle & Still Café,605 Bloor Street W,Coffee & Tea,4.5,151,$,1,43.66457,-79.41304
Atlantis Authentic Greek Cuisine,526 Danforth Avenue,Greek,4.0,57,$$,2,43.67851060686441,-79.34825594792811
Gus Tacos,225 Augusta Avenue,Mexican,4.0,71,,0,43.6543821,-79.401655
The Captain's Boil,476 Yonge St,Seafood,3.5,230,$$,2,43.66237,-79.38378
Dumpling Dumpling,1116 Dundas St W,Dumplings,5.0,3,,0,43.64971,-79.42023
BeaverTails,145 Queen's Quay W,Desserts,4.0,85,$,1,43.63980158676657,-79.38012714543224
Karahi Boys,741 Queen Street W,Pakistani,4.0,30,,0,43.64635131349145,-79.4069366902113
Miznon,1235 Bay Street,Middle Eastern,0.0,0,,0,43.6708883,-79.38967699999999
Kitaya,890 Don Mills Road,Japanese,4.0,31,,0,43.7258312046255,-79.34168927371502
Bread & Butter,507 Mount Pleasant Rd,German,3.5,45,$,1,43.7016,-79.38708
Morellina’s,146 Christie Street,Cafes,5.0,10,,0,43.6672495042775,-79.4199987906084
Yuzu No Hana,236 Adelaide Street W,Sushi Bars,4.0,570,$$$,3,43.64847,-79.38834
The Pour House Pub And Kitchen,182 Dupont Street,Pubs,3.0,131,$$,2,43.6758,-79.40385
Sue Fung's Dim Sum Canteen,356 College Street,Dim Sum,4.0,16,,0,43.65746621183022,-79.4043148
Chef Mustafa,516 Danforth Avenue,Turkish,4.5,3,,0,43.6783582881424,-79.34863585978746
Lox + Schmear,1030 St Clair W,Bagels,4.5,40,$,1,43.67929,-79.43823
Dang Smoke BBQ,,Food Trucks,5.0,4,$,1,43.6617164611816,-79.3908462524414
Aztec's Mine,1986 Bloor Street W,Mexican,4.0,105,$$,2,43.65302,-79.4684988
Kibo Summerhill,7 Walker Ave,Sushi Bars,3.5,37,$$,2,43.6827471,-79.3922553
Paik’s Noodle,1549 Steeles Avenue E,Korean,4.5,10,,0,43.80524946505166,-79.384046
Country Style Hungarian Restaurant,450 Bloor Street W,Hungarian,3.5,128,$$,2,43.66579,-79.409
Ascari,1111 Queen Street E,Italian,4.0,129,$$$,3,43.6619301,-79.3353424
Queen Bee,680 College Street,Vietnamese,0.0,0,,0,43.65161896,-79.38359833
Nodo Liberty,120 Lynn Williams Street,Italian,4.0,7,,0,43.63907691563342,-79.4177271
Churrasco of St Lawrence,91 Front Street E,Barbeque,4.0,34,$,1,43.6490099,-79.37184
MEXITACO,1109 Victoria Park Avenue,Mexican,4.0,151,$$,2,43.70862,-79.29554
Ha Gow Dim Sum House,988 Danforth Avenue,Dim Sum,4.0,116,$,1,43.68057,-79.33756
Isaan Der,730 Queen St E,Thai,4.0,21,,0,43.659162028754686,-79.34912266011887
A Bite of Sichuan,5 Baldwin Street,Chinese,4.0,8,,0,43.6560587,-79.3924699
El Tenedor,909 Yonge St,Spanish,5.0,4,,0,43.67512,-79.38837
Pho Pasteur,525 Dundas Street W,Vietnamese,3.5,213,$$,2,43.65248,-79.39892
Stop BBQ Chicken,1216 Dufferin Street,Portuguese,4.0,11,$,1,43.66585,-79.43811
Season Six,216 Ossington Avenue,French,4.5,4,,0,43.64903,-79.4209
Porchetta & Co,545 King Street W,Sandwiches,4.0,194,$$,2,43.64432,-79.39874
Naomi Universal Cuisine,900 Don Mills Road,Chinese,4.0,21,,0,43.72669843894298,-79.34195306494291
The Miller Tavern,31 Bay Street,Bars,3.0,104,$$,2,43.6423578537475,-79.377305119129
Freestyle Farm Luncheonette,507-477 Richmond Street W,Chinese,4.5,2,,0,43.6474515,-79.3982377
Naomi,112 Atlantic Ave,Japanese,4.0,19,$,1,43.63939,-79.42124
RH Courtyard Restaurant at RH Toronto,3401 Dufferin Street,Cafes,4.0,167,$$$,3,43.72490335246923,-79.45559982872773
TOCA,181 Wellington Street W,Italian,4.0,165,$$$$,4,43.6453201,-79.3871017
Coffee Oysters Champagne,214 King Street W,Champagne Bars,4.0,81,,0,43.64757,-79.38684
Chris Jerk Caribbean Bistro,2570 Birchmount Road,Caribbean,4.5,440,$$,2,43.789649473453,-79.3024008755197
Cafe Neon,1024 Queen Street W,Coffee & Tea,4.0,66,$$,2,43.64427,-79.4197
Imanishi Basement Bar,193 Carlton Street,Japanese,4.0,7,,0,43.663525,-79.37069
Ardo Restaurant,243 King Street E,Italian,4.0,107,$$$,3,43.65103,-79.36839
Martins Churrasqueira,2700 St Clair Avenue W,Barbeque,4.0,13,,0,43.6665079966188,-79.497883
7 West Cafe,7 Charles Street W,Italian,3.5,432,$$,2,43.6685661933329,-79.3865257501602
Old School,800 Dundas Street W,Breakfast & Brunch,3.5,352,$$,2,43.6519218754076,-79.4083632901311
MamaDon,606 Bloor Street W,Japanese,3.5,5,,0,43.66484,-79.41336
Stamps Lane,371 Roncesvalles Avenue,Canadian (New),4.0,25,,0,43.6501499,-79.45026
Xola Mexican Food,2222A Queen Street  E,Mexican,4.0,85,$$,2,43.6725435,-79.2881094
Peter Pan Bistro,373 Queen Street W,Canadian (New),3.5,193,$$,2,43.64915,-79.3933799
Karma's Kitchen,1411 Gerrard Street E,Himalayan/Nepalese,4.0,61,$$,2,43.67183,-79.32305
Pure Spirits,17 Tank House Lane,Seafood,3.0,280,$$$,3,43.650404,-79.358722
Sala Modern Thai Kitchen & Bar,1262 Danforth Avenue,Thai,4.5,188,$$,2,43.6819991223223,-79.3307374790311
Chiang Rai,2070 Avenue Road,Thai,4.5,21,,0,43.736431,-79.4205058
Fresco's Fish & Chips,201 Augusta Avenue,Fish & Chips,4.5,382,$$,2,43.6538341,-79.4015484
Poop Cafe,706 Bloor St W,Desserts,3.0,273,$$,2,43.66391,-79.41767
Juicy Dumpling,2150 Yonge street,Dumplings,3.5,33,,0,43.7037181,-79.3980153
Flor Mexicana,1585 Dundas Street W,Mexican,4.0,2,,0,43.64983973095379,-79.43459501769098
You Don Ya,108 Dundas St W,Japanese,3.5,90,$$,2,43.6557137988527,-79.3841209246949
Vua,717 Bay Street,Vietnamese,4.5,4,,0,43.6589177032334,-79.3848088011146
Alijandro's Kitchen,284 Stop Spadina Ln,Middle Eastern,0.0,0,,0,43.67868718253328,-79.3988823518157
Tinuno - Little Manila,3520 Bathurst St,Filipino,4.0,14,,0,43.72911,-79.43242
J San Sushi Bar,186 Jarvis Street,Sushi Bars,4.5,76,,0,43.6561276,-79.3745768
Vista Eatery,955 Lake Shore Boulevard W,Fast Food,4.0,3,,0,43.627719200341076,-79.41273766066551
Jerk King,522 Bloor Street W,Caribbean,3.5,72,$,1,43.6654396,-79.4108124
Pomarosa Coffee Shop & Kitchen,1504 Danforth Avenue,Venezuelan,4.5,46,$$,2,43.683242,-79.32545
Nom Nom Nom Poutine,707 Dundas Street W,Poutineries,4.5,138,$,1,43.6520696112633,-79.4047858938575
Bhoj Indian Cuisine,21 Davenport Road,Indian,4.0,69,$$,2,43.67277,-79.389
The Fourth Man In The Fire,832 Dundas Street W,Pizza,4.0,39,,0,43.65176,-79.40951
Jz's Pizza,232 Wellington Street W,Pizza,4.0,112,$$,2,43.6452767607007,-79.3897039038027
Queen Subs,344 Queen Street E,Sandwiches,0.0,0,,0,43.6557667,-79.3647247
BOWL,107 Mutual St,Sushi Bars,4.5,5,,0,43.6572,-79.37555
Mean Bao,65 Front Street W,Chinese,4.0,2,,0,43.64552,-79.38031
Mustachio Italian Eatery,595 Bay St.,Pizza,4.0,15,$,1,43.65621,-79.38326
Ave Maria Latin Café,631 Bloor Street W,Coffee & Tea,4.5,38,$,1,43.6643105,-79.4143295
The Civic At the Broadview Hotel,106 Broadview Avenue,American (Traditional),3.0,28,,0,43.6589787518921,-79.350162238471
Yummy Zone,895 Bay Street,Taiwanese,3.5,24,$,1,43.66317,-79.38636
La Carnita,780 Queen Street E,Mexican,3.5,129,$$,2,43.6596718,-79.3473892
Banh Mi Boys,2365 Yonge Street,Vietnamese,4.5,121,$,1,43.7092,-79.39857
Ho Ga Oriental Cuisine,121 King Street W,Asian Fusion,4.0,42,$,1,43.64768,-79.38294
Strange Love,101 Spadina Avenue,Coffee & Tea,4.5,201,$,1,43.6463302208773,-79.395091128185
kapital restaurant & Grill,1500 St Clair Ave W,Portuguese,5.0,1,,0,43.67564,-79.45517
Shawarma West,746 Queen Street W,Middle Eastern,4.5,5,,0,43.64623,-79.41014
Dave's Hot Chicken,1130 Queen Street E,Chicken Shop,4.0,21,,0,43.66248,-79.33478
EAT BKK Thai Kitchen & Bar,6307 Yonge Street,Thai,4.5,273,$$,2,43.7956999,-79.41915
Shizuku,2950 Kennedy Rd,Sushi Bars,4.5,6,,0,43.80463812059403,-79.29932713508606
Europe Bar & Restaurant,3030 Bathurst Street,Hungarian,4.0,24,$$,2,43.71817,-79.4297799
Pink Sky,480 King St W,Cocktail Bars,4.0,29,,0,43.6454752,-79.39627225153701
Skyline Restaurant,1426 Queen Street W,Bars,4.0,72,$$,2,43.64109,-79.4351499
Albert's Real Jamaican Foods,542 Saint Clair Avenue W,Caribbean,3.5,107,$$,2,43.68293,-79.42073
General Assembly Pizza,331 Adelaide St W,Pizza,4.0,119,$$,2,43.6471679369502,-79.3929389223906
Mill Street Beer Hall,21 Tank House Lane,Gastropubs,3.0,180,$$,2,43.6504424511321,-79.3584427521102
Norling,1512 Queen Street W,Himalayan/Nepalese,4.0,72,$,1,43.64035185125108,-79.4385082
Mel's Real Good Pizza,170 Princes Boulevard,Pizza,4.5,3,,0,43.63362343886292,-79.41743245455055
Bellona Kitchen,276 Jane Street,Italian,5.0,1,,0,43.65582003744772,-79.4873736
Impact Kitchen,88 Queens Quay W,Coffee & Tea,4.5,11,,0,43.64085,-79.37871
Fattoush,253 Gerrard Street E,Halal,5.0,8,,0,43.6617657,-79.369013
Nobuya,285 Royal York Road,Japanese,4.0,201,$$,2,43.61451,-79.49741
El Rancherito,1662 Street Clair Avenue W,Colombian,3.5,17,$,1,43.6748467,-79.4578909
Pasta Pronta,525 University Avenue,Italian,4.0,8,,0,43.6563212885996,-79.388174302876
Mr Jerk,209 Wellesley Street E,Caribbean,4.0,88,$,1,43.66721,-79.3732
Saffron Spice Kitchen,459 Queen Street W,Indian,4.0,137,$$,2,43.648414742991086,-79.3972173
KoSam,5865 Leslie Street,Korean,4.0,196,$$,2,43.798412,-79.368898
Lamhan,733 Bloor Street W,Vietnamese,4.0,4,,0,43.663427046999864,-79.41859508567633
Casa Di Giorgios,1646 Queen St E,Italian,4.0,74,$$,2,43.6668499,-79.31518
Ajisen Ramen and Bar,399 Church Street,Bars,4.0,6,,0,43.6617864,-79.3788996
The Wren,1382 Danforth Avenue,Bars,4.0,216,$$,2,43.6824096,-79.3280496
